metric,start_mean,end_mean,end_spread,num_seeds,end_step
reward,-0.08032287785317749,3.289430047385697,0.7235462663244661,4,200064
distance_to_goal,5.4672874212265015,0.8465734376693499,0.8592576645320308,4,200064
success,0.0,0.6597588878967912,0.09132047721597408,4,200064
spl,0.0,0.512745641865143,0.07119380333081293,4,200064
