step,mean,std
128,-0.08032287785317749,0.04971730967112669
256,-0.07472626834060064,0.042116704372156144
384,-0.07202297581214225,0.03536236285535348
512,-0.06760595019969332,0.031811466594340476
640,-0.0625479284101828,0.028890922734907638
768,-0.057460135747944396,0.026663303118396927
896,-0.053550593434360444,0.024122331030947308
1024,-0.04968553962178409,0.021859310923302785
1152,-0.04643004877626049,0.020255561545823895
1280,-0.04369285520838226,0.01911437846402559
1408,-0.04174661786773599,0.018315754430339993
1536,-0.04055689582402236,0.01771648612140168
1664,-0.039270788364283916,0.01675523127232164
1792,-0.03826615427523531,0.015921786083855735
1920,-0.03700339425877955,0.014892694985884502
2048,-0.0358675380365654,0.013801643319360896
2176,-0.035209683218696566,0.012528913900558615
2304,-0.03518636385858956,0.011320707788370157
2432,-0.0350920709390493,0.01051758524528235
2560,-0.0347756591572681,0.009608176577147421
2688,-0.034313813750798124,0.008826653885444544
2816,-0.0340201920554056,0.008598751066991999
2944,-0.033618649011330014,0.008503942288014623
3072,-0.03346052273024348,0.008548331902155929
3200,-0.03330191481123709,0.008963278984418307
3328,-0.0332245252926776,0.009458528773316939
3456,-0.0331007857861926,0.010032525175660993
3584,-0.03306302920916561,0.01046843295359891
3712,-0.033044701508723705,0.010736984838652937
3840,-0.03315655115133678,0.011093669408931925
3968,-0.033104620970941905,0.011238057020380391
4096,-0.03317140635432921,0.011272463038850607
4224,-0.03306002289430354,0.01117217467042833
4352,-0.03273864455186721,0.010962747132110023
4480,-0.03239581801830616,0.010822020825304259
4608,-0.03207064582463903,0.010649302862899846
4736,-0.031790276158521896,0.010485047997451168
4864,-0.03134924358849205,0.010611471072380857
4992,-0.031105083360307473,0.01057658012721986
5120,-0.030852823286804658,0.01044912312144373
5248,-0.030618220208021636,0.010263499344697804
5376,-0.030424221113068604,0.010046634236982037
5504,-0.030287539838782282,0.009856816520164829
5632,-0.030199123225474488,0.009569483187447403
5760,-0.030164116394727936,0.00925794999797612
5888,-0.03021711134674955,0.008912395861303496
6016,-0.030268799993628137,0.0086176838805284
6144,-0.030280789395917246,0.008412048462487342
6272,-0.03028906414509959,0.008343811960101161
6400,-0.030187834645668418,0.008390067531770014
6528,-0.029964656606123637,0.00857350343023014
6656,-0.029687466434039095,0.008709848995853565
6784,-0.029518292057328227,0.00894711058459063
6912,-0.02946953833266187,0.00911813766558119
7040,-0.029399087829969577,0.009362103395791778
7168,-0.029125587699855283,0.009712056907975816
7296,-0.028883828967928314,0.01007013152203336
7424,-0.028822870222021152,0.01043019848682168
7552,-0.028716514453610443,0.010822890537106996
7680,-0.02850319070703418,0.011313217353038953
7808,-0.028177886812623704,0.01174380195966165
7936,-0.02787709892285457,0.012094543960024335
8064,-0.02749732413884826,0.012565913727679403
8192,-0.027088683661605446,0.013047725342549192
8320,-0.026777800429971466,0.013356694845251647
8448,-0.026399585450932114,0.013408606107400124
8576,-0.025857201502368372,0.013489878961846056
8704,-0.025304846697473217,0.013564784935764053
8832,-0.02490753132071111,0.01354747258066704
8960,-0.024598813971869516,0.01341080451392956
9088,-0.02417278063952278,0.013454553742740521
9216,-0.023778802751356846,0.013355395722475417
9344,-0.023268735788726617,0.013183495216220191
9472,-0.02285805070937349,0.01300732993452208
9600,-0.022500643904788523,0.01272186555771923
9728,-0.022179321875680974,0.01258809385258117
9856,-0.021706180358999662,0.012679055481527503
9984,-0.02120733138256099,0.012656054603738113
10112,-0.020487006445765454,0.01279658228535233
10240,-0.019704265275708926,0.013178997247180479
10368,-0.018932611234514396,0.013377845281210785
10496,-0.018054204569338657,0.013678512408052354
10624,-0.017299617792831918,0.013856596141377095
10752,-0.016589701130400848,0.014039482087421444
10880,-0.01601818044080003,0.014352458421719977
11008,-0.01538136806675781,0.014764945648560818
11136,-0.014675479287350088,0.015391071139864371
11264,-0.013961294561962111,0.015861805495025205
11392,-0.013224700942037726,0.016438849487381852
11520,-0.012312241360165076,0.017228936091041452
11648,-0.011231739154903317,0.018097887179073287
11776,-0.010238674506052762,0.01881214991216166
11904,-0.009388369892945683,0.019089760815964356
12032,-0.00832789765380086,0.019463701562603627
12160,-0.0070231555337978875,0.020046253567451423
12288,-0.00581408146129126,0.020388160273123766
12416,-0.004701856808421894,0.020348086519484502
12544,-0.0038251480411854383,0.020226636646980753
12672,-0.0034289138515858054,0.01981605335397662
12800,-0.0032248509233719818,0.0192770857192548
12928,-0.00286173082138513,0.018820452985285986
13056,-0.0022291821764394864,0.018949257047328447
13184,-0.0015992810863392996,0.019140021418232154
13312,-0.0007829226596508744,0.019511821506492857
13440,-0.00014346027414388228,0.01950704623354958
13568,0.000380263499015781,0.019055258669048048
13696,0.0011887276832282098,0.018857654168424522
13824,0.0019483562546823542,0.01860599700316923
13952,0.0027022934223280967,0.01826348449855817
14080,0.0032635705818261076,0.017880243450159726
14208,0.0038785705877377656,0.017817058510670444
14336,0.004385760547768329,0.017667812779611748
14464,0.004609091996713359,0.017407617328691085
14592,0.005014160690274633,0.017373438501496877
14720,0.005352204174705685,0.01736535373168201
14848,0.005644755212844873,0.01700346565489953
14976,0.005991948580050402,0.016946665622200926
15104,0.006608132363072503,0.016942194983737027
15232,0.007468750579045213,0.01715598718472837
15360,0.008232603185957579,0.01712602933734587
15488,0.009135960156665705,0.016779562247421165
15616,0.010027723509555797,0.016440564164050157
15744,0.01119649799897839,0.016428280303838905
15872,0.012275904987482444,0.015928208777664855
16000,0.01382865927910533,0.015127228169745684
16128,0.01497007020483531,0.014361152467786567
16256,0.016106946657249457,0.013625215819451348
16384,0.01679303308753471,0.012858760071825502
16512,0.017469686077643737,0.012548814931765968
16640,0.01851007540678522,0.01287244522086122
16768,0.018958623856501877,0.013006230219109788
16896,0.019256102107398868,0.013569960463718937
17024,0.020068827004813963,0.013773360062655943
17152,0.021406060377262524,0.014619778475857314
17280,0.022360684156432366,0.01481156899070929
17408,0.022696058318406695,0.014757930888852197
17536,0.02347165056662999,0.015239054353561689
17664,0.024265163538929387,0.015381421058453758
17792,0.025130126507609228,0.016014377082871976
17920,0.02616639044755038,0.017181741400475604
18048,0.027925634883019683,0.018029833036139777
18176,0.030318355295158778,0.018946818105857632
18304,0.032048595229171466,0.019850683223892725
18432,0.03343020848306551,0.020711629400068612
18560,0.03522784333053136,0.02199229289510138
18688,0.03694872582826235,0.022971476771575607
18816,0.038642057776932776,0.023982204846002192
18944,0.041249337383024026,0.02517127627945985
19072,0.04383831438270738,0.026694172132178985
19200,0.046454251231083286,0.02816721986080782
19328,0.048683598318141855,0.03015320049661054
19456,0.05120106603340639,0.03315824813222226
19584,0.053533460785109635,0.035528128523340634
19712,0.05606559268587332,0.03804727153661564
19840,0.05852692671217497,0.040741229193307665
19968,0.061519068744860884,0.04380091024937256
20096,0.06403900270550983,0.04592083997404116
20224,0.06655000470237044,0.048292983676673715
20352,0.06937630835071396,0.05077089062077016
20480,0.07327130766608728,0.05418479335509861
20608,0.07746683304124724,0.057861140199744435
20736,0.08129941934517625,0.06112443299817706
20864,0.08512049405384423,0.06404956771701996
20992,0.08971810225712368,0.06800269375415105
21120,0.09420358571119151,0.0707637329269723
21248,0.09814244569888697,0.07291534430589383
21376,0.10160192484786945,0.07599975905099533
21504,0.10489652966321719,0.07908972907027116
21632,0.107338528966601,0.0807198719025508
21760,0.10932112973776062,0.08000285938840442
21888,0.11190429242272784,0.08026121900842462
22016,0.11441592956008184,0.08194241179561373
22144,0.11675085077567317,0.08282321492854348
22272,0.11825933078826373,0.08049205698354175
22400,0.12096415675596167,0.07969025060310764
22528,0.12444197569666708,0.07954048132404597
22656,0.12784915619687878,0.07850498027197321
22784,0.13107452201279152,0.07738661220304391
22912,0.13370228409213153,0.07520622114430406
23040,0.13749112890562393,0.07389327853293293
23168,0.14133370575001666,0.07263818586944694
23296,0.144582274792713,0.07284086587674715
23424,0.14711873292540883,0.07210219084175605
23552,0.15102882696363398,0.07429207585721667
23680,0.15586641693435221,0.07693937782994763
23808,0.16117428075198129,0.08045171208500107
23936,0.16609438412547334,0.08437575886502764
24064,0.17006839459946943,0.08741390830633299
24192,0.1733866316161008,0.09027269177414002
24320,0.17570410014631682,0.09260348918575906
24448,0.17801647766407314,0.0938499654824323
24576,0.18093119376778194,0.0951616383437676
24704,0.18409538568231115,0.09590133301620532
24832,0.18722680111474543,0.09540713098455426
24960,0.189824491079,0.09555074606090021
25088,0.19365577753389407,0.09688458249038306
25216,0.19731663160750118,0.09833774525458219
25344,0.2008880440505298,0.0986325317416867
25472,0.2039256691120723,0.09924985254660315
25600,0.20687173933339717,0.09854345513051421
25728,0.2099276528852156,0.09689495915379721
25856,0.2129923045443918,0.09716181437011392
25984,0.2153289872617833,0.09608865753382018
